Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,US,SG,,5,specimens,,S,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,US,TH,,16,specimens,,S,C
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,GB,KH,,6,6,bodies,,S,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,SG,MY,,,1,bodies,,Q,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,ID,3,,specimens,,S,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,MY,1,,specimens,,S,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,TH,1,,specimens,,S,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,6,,specimens,,S,W
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CN,US,CN,,26,specimens,,S,C
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,JP,TW,,2,,live,,T,I
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,1466,,medicine,g,P,I
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,190,,medicine,,P,I
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,1,,medicine,,P,I
2012,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,10,,medicine,,T,I
2012,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,ZA,,8,1,specimens,,S,W
2012,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,3,live,,T,W
2012,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,3,live,,T,W
2012,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,LA,TG,,,250,live,,T,W
2012,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,VN,TG,,,200,live,,T,W
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,FJ,NZ,XX,,1,bodies,,E,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,AE,XX,6,,leather products (small),,T,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CA,XX,1,,skin pieces,,T,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,8,,medicine,,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,155,,scales,,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,5,,medicine,,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,HK,XX,737,,scales,g,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,XX,5,,skin pieces,,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,25,,scales,g,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,24,,medicine,,P,I
2013,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,129,,medicine,,P,I
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,TG,XX,,30,scales,kg,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MX,TH,TG,10,,skins,,T,R
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MX,TH,TG,,10,skin pieces,,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MX,US,TG,225,225,skins,,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,XX,,80,scales,kg,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,51,,skin pieces,,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,LR,,1,,trophies,,H,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,TG,XX,,50,skins,,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,TG,,225,,skins,,T,W
2013,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,VN,UG,,70,70,scales,kg,T,W
2013,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,GB,MY,,0.30,,specimens,ml,S,I
2013,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,HK,MY,,,11,live,,S,I
2013,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,HK,MY,,11,,specimens,,S,I
2013,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,NL,ID,,1,garments,,T,O
2013,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,GB,RU,XX,,1,bodies,,E,O
2013,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,QA,NL,IN,,1,claws,,T,O
2013,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,RU,GB,XX,,1,bodies,,E,U
2013,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,GB,RU,XX,,1,bodies,,E,O
2013,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,RU,GB,XX,,1,bodies,,E,U
2013,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,ZA,,,10,specimens,,S,W
2013,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,ES,TG,,,5,live,,T,W
2013,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,CD,,5,,specimens,,S,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ES,TG,,,5,live,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,GH,,,2,specimens,,S,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,HK,TG,,60,30,scales,kg,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,10,live,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,MX,TH,GN,100,,skins,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,MX,TH,GN,,100,skin pieces,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,NL,TG,,,4,live,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,OM,TH,GN,,100,skin pieces,,T,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,CD,,1,,specimens,,S,W
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,LR,,1,,trophies,,H,I
2013,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,,2,live,,T,W
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,FR,US,VN,,2,specimens,,S,W
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,BJ,,,10,live,,T,W
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CA,XX,3,,scales,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,3,,meat,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,133,,medicine,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,4,,medicine,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,6,,leather products (small),,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,1,,scales,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,161,,medicine,,P,I
2014,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,36,,medicine,,T,I
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,CA,US,IN,,2,specimens,,S,W
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,CA,US,LK,,1,specimens,,S,W
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,CH,CA,CN,7,,specimens,ml,M,C
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,IN,,1,specimens,,S,C
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,IN,,1,specimens,,S,W
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,LK,,2,specimens,,S,W
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,XX,,1,specimens,,S,C
2014,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,,,6,specimens,,S,C
2014,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,CA,US,PH,,2,specimens,,S,W
2014,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,FR,US,PH,,3,specimens,,S,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,UG,,3198,3211,scales,kg,T,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,DE,LR,,1,,scales,,S,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,DK,MX,TG,,50,skins,,T,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,DK,MX,XX,50,,leather products (small),,T,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MY,UG,,,99,scales,kg,T,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,LR,,1,,trophies,,H,I
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,MX,TG,66,70,leather products (small),,T,W
2014,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,TG,XX,,200,skins,,T,W
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CA,US,LA,,1,specimens,,S,W
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CA,US,MY,,2,specimens,,S,W
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,FR,US,LA,,1,specimens,,S,W
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,FR,US,MY,,3,specimens,,S,W
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,NL,ID,,1,garments,,T,O
2014,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,NL,ID,1,,skins,,P,O
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,CN,,1,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,IN,,1,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,LA,,3,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,CN,,4,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,IN,,8,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,LA,,2,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,NP,,1,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,VN,,2,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,SG,HK,,10,,specimens,,S,W
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,11443,,medicine,g,T,I
2014,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,60,,medicine,,T,I
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CA,US,TZ,,2,specimens,,S,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CA,US,ZA,,1,specimens,,S,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CN,ZA,,,2,bodies,,E,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CN,ZA,,1,,trophies,,E,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,FR,US,BW,,2,specimens,,S,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,FR,US,TZ,,1,specimens,,S,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,FR,US,ZA,,1,specimens,,S,W
2014,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,NA,,15,,scales,,S,W
2014,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,CD,,5,specimens,,S,W
2014,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,GH,,2,specimens,,S,W
2014,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,DE,CI,,1,1,specimens,,S,W
2014,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,CD,,5,specimens,,S,W
2014,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,GH,,4,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CA,US,CD,,2,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CA,US,NG,,1,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CA,US,TZ,,1,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,CD,,750,,scales,kg,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,TG,,,10,live,,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,CI,,3,3,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,LR,,2,,scales,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,LR,,1,,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,CD,,2,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,CM,,1,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,GH,,5,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,NG,,4,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,TZ,,1,specimens,,S,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,10,live,,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,MY,TG,,,6,live,,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,OM,TG,,,10,live,,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,,17,live,,T,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,NG,,,1,specimens,,M,W
2014,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,NG,,20,,specimens,,S,W
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CN,CD,,750,,scales,kg,T,W
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,1,,bodies,,T,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,1,,medicine,,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,2,,medicine,,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,148,,medicine,,T,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,ID,,48,,medicine,,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,5,,leather products (small),,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,30,,medicine,,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,30,,medicine,,P,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,29,,medicine,,T,I
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,DK,XX,,6,specimens,,S,O
2015,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,HK,,27.882,,scales,kg,S,U
2015,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,US,LK,,1,specimens,,S,W
2015,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,US,GB,XX,,1,bodies,,T,O
2015,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,FR,US,PH,,5,specimens,,S,W
2015,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,NG,,100,,live,,B,W
2015,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,MX,TG,58,58,leather products (small),,T,W
2015,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,ZA,DK,XX,2,,skin pieces,,S,W
2015,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,FR,US,ID,,1,specimens,,S,W
2015,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,,3,specimens,,S,W
2015,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,NP,,1,specimens,,S,W
2015,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,16,,medicine,,P,I
2015,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,DK,XX,2,,skin pieces,,S,W
2015,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,FR,,1,,specimens,,S,U
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CN,NG,,200,,live,,B,W
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CZ,TG,,,5,live,,T,W
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,CI,,,65,specimens,ml,S,W
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,CI,,13,,specimens,,S,W
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,GH,,1,specimens,,S,W
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,ZA,CF,,6,,scales,,S,U
2015,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,ZA,FR,,4,,specimens,,S,U
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,CD,,200,,scales,kg,T,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,CG,,1000,,scales,kg,T,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,NG,,200,,live,,B,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,CI,,10,10,specimens,,S,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,CI,,,10,specimens,ml,S,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,CI,,2,,specimens,,S,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,5,live,,T,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,17,22,live,,T,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,CF,,276,,scales,,S,U
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,CF,,3,,skin pieces,,S,U
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,CF,,6,,specimens,,S,U
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,DK,XX,2,,skin pieces,,S,W
2015,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,FR,,2,,specimens,,S,U
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,DE,CI,,,40,scales,g,S,W
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,DE,CI,,2,,specimens,,S,W
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,SN,US,XX,2,1,skin pieces,,L,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CA,XX,1,,bodies,,P,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,7,,medicine,,P,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,15,,medicine,,T,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,GB,NG,1,,bodies,,P,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,2,,feet,,P,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,5,,leather products (small),,P,I
2016,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,454,,scales,g,T,I
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,UG,,4000,1000,scales,kg,T,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,UG,,,3000,skins,kg,T,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,FR,GA,,29,,scales,,S,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,HK,BI,,6521,,scales,kg,T,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,LA,UG,,,99,scales,kg,T,W
2016,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TZ,ZA,,,500,scales,g,L,I
2016,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,2,,specimens,,S,W
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,DE,TW,,2,,live,,B,W
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,KP,CN,,,1,bodies,,E,U
2016,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,80,,medicine,,P,I
2016,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,SG,GB,XX,1,,specimens,,P,O
2016,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,TZ,ZA,,,500,scales,g,L,I
2016,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CZ,BJ,,,1,live,,T,W
2016,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,TZ,ZA,,,500,scales,g,L,I
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,CG,,500,,scales,kg,T,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,GA,,53,,scales,,S,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,GB,BJ,,,11,live,,T,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,5,live,,T,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,TZ,ZA,,,500,scales,g,L,I
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,LR,,,1,skins,,H,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,LR,,1,,skins,,P,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,,51,live,,T,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,46,,live,,Z,W
2016,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,NG,,8,,specimens,,S,W
2017,I,Manidae spp.,Mammalia,Pholidota,Manidae,,ZA,HK,,14.8,,scales,kg,L,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,16,,medicine,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,1,,medicine,,T,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,FR,,2,,meat,kg,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,KH,,1,,scales,kg,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LR,,1,,bodies,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,4,,leather products (small),,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,1,,leather products (small),,T,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,,4,,leather products (small),,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,NG,,2,,meat,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TG,,8,,meat,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,1440,,medicine,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,XX,5,,medicine,,P,I
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,BW,,1,,specimens,,S,W
2017,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,HK,,12.8,,scales,kg,S,I
2017,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,MX,TG,2,2,leather products (small),,T,W
2017,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,GB,SG,XX,,1547,specimens,g,S,W
2017,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,GB,SG,,,145,specimens,g,S,F
2017,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,TW,,1,specimens,,S,W
2017,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,24,,medicine,,T,I
2017,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CI,DE,XX,1,,specimens,,S,W
2017,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,DE,CI,,,10,scales,g,S,W
2017,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,DE,CI,,2,,scales,,S,W
2017,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,XX,,1,specimens,,S,W
2017,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,SL,,1,specimens,,S,W
2017,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CH,NL,NG,,0.88,scales,kg,E,I
2017,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CH,NL,XX,880,,specimens,g,E,I
2017,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,BW,,,1,specimens,,S,W
2017,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,HK,BI,,7705.7,,scales,kg,T,W
2017,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,MX,TG,,2,leather products (small),,T,W
2017,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CD,ZA,,1,,live,,Z,R
2017,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,CG,,5000,,scales,kg,T,W
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,BE,XX,4,,scales,,T,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,BE,XX,1,,skins,,T,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,BE,XX,1,,skin pieces,,T,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,7,,medicine,,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,23,,medicine,,T,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,60,,fur product (small),,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,HK,XX,24,,medicine,,T,I
